CARRIER,DEP_TIME,DEST,FL_DATE,FL_NUM,ORIGIN,TAIL_NUM,Flight Status
MQ,1256,LGA,01-07-2004,4964,DCA,N726MQ,ontime
MQ,1352,LGA,01-07-2004,4966,DCA,N730MQ,ontime
MQ,1457,LGA,01-07-2004,4968,DCA,N703MQ,delayed
MQ,1624,LGA,01-07-2004,4970,DCA,N713MQ,delayed
MQ,2014,LGA,01-07-2004,4976,DCA,N735MQ,delayed
UA,849,LGA,01-07-2004,846,IAD,N567UA,ontime
US,628,LGA,01-07-2004,1479,DCA,N754UW,ontime
US,658,LGA,01-07-2004,2160,DCA,N725UW,ontime
US,757,LGA,01-07-2004,2162,DCA,N722UW,ontime
US,857,LGA,01-07-2004,2164,DCA,N744UW,ontime
US,956,LGA,01-07-2004,2166,DCA,N720UW,ontime
US,1058,LGA,01-07-2004,2168,DCA,N725UW,ontime
US,1157,LGA,01-07-2004,2170,DCA,N722UW,ontime
US,1256,LGA,01-07-2004,2172,DCA,N744UW,ontime
US,1354,LGA,01-07-2004,2174,DCA,N720UW,ontime
US,1457,LGA,01-07-2004,2176,DCA,N725UW,delayed
US,1600,LGA,01-07-2004,2178,DCA,N722UW,delayed
US,1656,LGA,01-07-2004,2180,DCA,N744UW,ontime
US,1758,LGA,01-07-2004,2182,DCA,N720UW,ontime
US,1859,LGA,01-07-2004,2184,DCA,N725UW,ontime
US,1959,LGA,01-07-2004,2186,DCA,N722UW,delayed
US,2054,LGA,01-07-2004,2188,DCA,N744UW,ontime
RU,659,EWR,01-07-2004,2703,BWI,N15574,ontime
RU,1459,EWR,01-07-2004,2403,BWI,N21537,ontime
RU,1920,EWR,01-07-2004,3372,BWI,N36915,delayed
RU,1044,EWR,01-07-2004,2303,BWI,N18557,delayed
CO,1255,EWR,01-07-2004,808,DCA,N14654,ontime
CO,1948,EWR,01-07-2004,816,DCA,N60312,delayed
CO,1813,EWR,01-07-2004,814,DCA,N76355,delayed
CO,728,EWR,01-07-2004,806,DCA,N18622,ontime
DH,840,EWR,01-07-2004,7299,IAD,N695BR,ontime
DH,1725,EWR,01-07-2004,7302,IAD,N696BR,ontime
DH,1320,EWR,01-07-2004,7303,IAD,N696BR,delayed
DH,2117,EWR,01-07-2004,7304,IAD,N628BR,ontime
DH,624,EWR,01-07-2004,7305,IAD,N301UE,ontime
DH,1439,EWR,01-07-2004,7307,IAD,N324UE,ontime
RU,1352,EWR,01-07-2004,2216,DCA,N18557,ontime
RU,731,EWR,01-07-2004,2855,IAD,N13903,delayed
RU,1457,EWR,01-07-2004,2156,IAD,N11150,delayed
RU,856,EWR,01-07-2004,2582,DCA,N19966,ontime
RU,1254,EWR,01-07-2004,2367,IAD,N13538,ontime
RU,1654,EWR,01-07-2004,2497,IAD,N13955,ontime
RU,1955,EWR,01-07-2004,2385,IAD,N15527,delayed
RU,641,EWR,01-07-2004,2761,DCA,N16147,ontime
RU,2058,EWR,01-07-2004,2879,DCA,N14153,ontime
RU,1521,EWR,01-07-2004,2261,DCA,N11140,ontime
RU,1629,EWR,01-07-2004,2181,DCA,N13538,ontime
OH,1455,JFK,01-08-2004,5935,BWI,N819cA,ontime
DH,1640,JFK,01-08-2004,6155,DCA,N418FJ,delayed
DH,1245,LGA,01-08-2004,7208,IAD,N682BR,ontime
DH,1706,LGA,01-08-2004,7211,IAD,N662BR,delayed
DH,1710,LGA,01-08-2004,7215,IAD,N680BR,delayed
DH,2151,LGA,01-08-2004,7684,IAD,N667BR,delayed
DH,648,LGA,01-08-2004,7790,IAD,N642BR,ontime
DH,1036,LGA,01-08-2004,7792,IAD,N639BR,ontime
DH,852,JFK,01-08-2004,7800,IAD,N631BR,ontime
DH,1237,JFK,01-08-2004,7806,IAD,N331UE,ontime
DH,1449,JFK,01-08-2004,7808,IAD,N301UE,ontime
DH,1639,JFK,01-08-2004,7810,IAD,N308UE,ontime
DH,1714,JFK,01-08-2004,7812,IAD,N316UE,ontime
DH,2135,JFK,01-08-2004,7814,IAD,N638BR,ontime
DH,1609,JFK,01-08-2004,7816,IAD,N320UE,ontime
DL,1601,JFK,01-08-2004,746,DCA,N962DL,delayed
DL,628,LGA,01-08-2004,1740,DCA,N223DZ,ontime
DL,728,LGA,01-08-2004,1742,DCA,N225DL,ontime
DL,828,LGA,01-08-2004,1744,DCA,N242DL,ontime
DL,931,LGA,01-08-2004,1746,DCA,N224DA,ontime
DL,1030,LGA,01-08-2004,1748,DCA,N223DZ,ontime
DL,1129,LGA,01-08-2004,1750,DCA,N225DL,ontime
DL,1231,LGA,01-08-2004,1752,DCA,N242DL,ontime
DL,1328,LGA,01-08-2004,1754,DCA,N224DA,ontime
DL,1430,LGA,01-08-2004,1756,DCA,N241DL,ontime
DL,1533,LGA,01-08-2004,1758,DCA,N225DL,ontime
DL,1630,LGA,01-08-2004,1760,DCA,N242DL,ontime
DL,1731,LGA,01-08-2004,1762,DCA,N224DA,ontime
DL,1833,LGA,01-08-2004,1764,DCA,N241DL,ontime
DL,1928,LGA,01-08-2004,1766,DCA,N225DL,ontime
DL,2027,LGA,01-08-2004,1768,DCA,N242DL,ontime
MQ,1524,JFK,01-08-2004,4752,DCA,N723MQ,ontime
MQ,552,JFK,01-08-2004,4760,DCA,N737MQ,ontime
MQ,1844,JFK,01-08-2004,4784,DCA,N710MQ,ontime
MQ,722,LGA,01-08-2004,4952,DCA,N708MQ,ontime
MQ,759,LGA,01-08-2004,4954,DCA,N707MQ,ontime
MQ,856,LGA,01-08-2004,4956,DCA,N705MQ,ontime
MQ,1050,LGA,01-08-2004,4960,DCA,N708MQ,ontime
MQ,1256,LGA,01-08-2004,4964,DCA,N732MQ,ontime
MQ,1353,LGA,01-08-2004,4966,DCA,N736MQ,ontime
MQ,1457,LGA,01-08-2004,4968,DCA,N707MQ,ontime
MQ,1557,LGA,01-08-2004,4970,DCA,N721MQ,ontime
MQ,1852,LGA,01-08-2004,4976,DCA,N732MQ,ontime
UA,848,LGA,01-08-2004,846,IAD,N518UA,ontime
US,627,LGA,01-08-2004,1479,DCA,N767UW,ontime
US,658,LGA,01-08-2004,2160,DCA,N727UW,ontime
US,756,LGA,01-08-2004,2162,DCA,N725UW,ontime
US,856,LGA,01-08-2004,2164,DCA,N744UW,ontime
US,958,LGA,01-08-2004,2166,DCA,N719UW,ontime
US,1057,LGA,01-08-2004,2168,DCA,N727UW,ontime
US,1157,LGA,01-08-2004,2170,DCA,N725UW,ontime
US,1259,LGA,01-08-2004,2172,DCA,N744UW,ontime
US,1408,LGA,01-08-2004,2174,DCA,N719UW,ontime
US,1457,LGA,01-08-2004,2176,DCA,N727UW,ontime
US,1557,LGA,01-08-2004,2178,DCA,N725UW,ontime
US,1733,LGA,01-08-2004,2180,DCA,N770UW,delayed
US,1758,LGA,01-08-2004,2182,DCA,N719UW,ontime
US,1916,LGA,01-08-2004,2184,DCA,N725UW,delayed
US,2031,LGA,01-08-2004,2186,DCA,N738UW,delayed
US,2059,LGA,01-08-2004,2188,DCA,N770UW,ontime
RU,1739,EWR,01-08-2004,3372,BWI,N13538,ontime
RU,1456,EWR,01-08-2004,2403,BWI,N13935,ontime
RU,1026,EWR,01-08-2004,2303,BWI,N14933,ontime
RU,655,EWR,01-08-2004,2703,BWI,N15973,ontime
CO,1728,EWR,01-08-2004,814,DCA,N29717,ontime
CO,734,EWR,01-08-2004,806,DCA,N11612,ontime
CO,1255,EWR,01-08-2004,808,DCA,N18658,ontime
CO,1854,EWR,01-08-2004,816,DCA,N14645,ontime
DH,838,EWR,01-08-2004,7299,IAD,N674BR,ontime
DH,1706,EWR,01-08-2004,7302,IAD,N652BR,ontime
DH,1241,EWR,01-08-2004,7303,IAD,N652BR,ontime
DH,2120,EWR,01-08-2004,7304,IAD,N695BR,ontime
DH,622,EWR,01-08-2004,7305,IAD,N332UE,ontime
DH,1421,EWR,01-08-2004,7307,IAD,N303UE,ontime
RU,1452,EWR,01-08-2004,2156,IAD,N13132,ontime
RU,1857,EWR,01-08-2004,2385,IAD,N24103,ontime
RU,1255,EWR,01-08-2004,2692,IAD,N25504,ontime
RU,1625,EWR,01-08-2004,2181,DCA,N10575,ontime
RU,654,EWR,01-08-2004,2761,DCA,N11565,delayed
RU,1354,EWR,01-08-2004,2216,DCA,N16546,ontime
RU,707,EWR,01-08-2004,2855,IAD,N14952,ontime
RU,1700,EWR,01-08-2004,2497,IAD,N12564,ontime
RU,857,EWR,01-08-2004,2582,DCA,N36915,ontime
RU,2051,EWR,01-08-2004,2879,DCA,N16954,ontime
RU,1527,EWR,01-08-2004,2261,DCA,N16963,ontime
OH,1455,JFK,01-09-2004,5935,BWI,N812CA,ontime
DH,1634,JFK,01-09-2004,6155,DCA,N415FJ,ontime
DH,1257,LGA,01-09-2004,7208,IAD,N650BR,ontime
DH,1608,LGA,01-09-2004,7211,IAD,N697BR,delayed
DH,2106,LGA,01-09-2004,7215,IAD,N658BR,delayed
DH,2134,LGA,01-09-2004,7684,IAD,N699BR,ontime
DH,714,LGA,01-09-2004,7790,IAD,N647BR,delayed
DH,1106,LGA,01-09-2004,7792,IAD,N647BR,ontime
DH,836,JFK,01-09-2004,7800,IAD,N667BR,delayed
DH,1235,JFK,01-09-2004,7806,IAD,N316UE,ontime
DH,1454,JFK,01-09-2004,7808,IAD,N308UE,ontime
DH,1643,JFK,01-09-2004,7810,IAD,N311UE,ontime
DH,1710,JFK,01-09-2004,7812,IAD,N333UE,ontime
DH,2115,JFK,01-09-2004,7814,IAD,N675BR,ontime
DH,1617,JFK,01-09-2004,7816,IAD,N309UE,ontime
DL,1506,JFK,01-09-2004,746,DCA,N951DL,ontime
DL,629,LGA,01-09-2004,1740,DCA,N241DL,ontime
DL,730,LGA,01-09-2004,1742,DCA,N224DA,delayed
DL,832,LGA,01-09-2004,1744,DCA,N242DL,ontime
DL,930,LGA,01-09-2004,1746,DCA,N225DL,ontime
DL,1032,LGA,01-09-2004,1748,DCA,N241DL,ontime
DL,1131,LGA,01-09-2004,1750,DCA,N224DA,ontime
DL,1228,LGA,01-09-2004,1752,DCA,N222DZ,ontime
DL,1329,LGA,01-09-2004,1754,DCA,N225DL,ontime
DL,1432,LGA,01-09-2004,1756,DCA,N241DL,ontime
DL,1530,LGA,01-09-2004,1758,DCA,N221DL,ontime
DL,1633,LGA,01-09-2004,1760,DCA,N222DZ,ontime
DL,1735,LGA,01-09-2004,1762,DCA,N225DL,ontime
DL,1829,LGA,01-09-2004,1764,DCA,N241DL,ontime
DL,1931,LGA,01-09-2004,1766,DCA,N221DL,ontime
DL,2030,LGA,01-09-2004,1768,DCA,N222DZ,ontime
MQ,1535,JFK,01-09-2004,4752,DCA,N708MQ,ontime
MQ,558,JFK,01-09-2004,4760,DCA,N801MQ,ontime
MQ,1851,JFK,01-09-2004,4784,DCA,N736MQ,delayed
MQ,843,LGA,01-09-2004,4954,DCA,N731MQ,delayed
MQ,851,LGA,01-09-2004,4956,DCA,N715MQ,ontime
MQ,1141,LGA,01-09-2004,4960,DCA,N713MQ,delayed
MQ,1252,LGA,01-09-2004,4964,DCA,N715MQ,ontime
MQ,1359,LGA,01-09-2004,4966,DCA,N739MQ,ontime
MQ,1503,LGA,01-09-2004,4968,DCA,N712MQ,ontime
MQ,1618,LGA,01-09-2004,4970,DCA,N732MQ,delayed
MQ,1658,LGA,01-09-2004,4972,DCA,N707MQ,ontime
MQ,1916,LGA,01-09-2004,4976,DCA,N726MQ,delayed
UA,904,LGA,01-09-2004,846,IAD,N520UA,delayed
US,629,LGA,01-09-2004,1479,DCA,N733UW,ontime
US,657,LGA,01-09-2004,2160,DCA,N724UW,ontime
US,756,LGA,01-09-2004,2162,DCA,N738UW,ontime
US,958,LGA,01-09-2004,2166,DCA,N722UW,ontime
US,1057,LGA,01-09-2004,2168,DCA,N724UW,ontime
US,1155,LGA,01-09-2004,2170,DCA,N738UW,ontime
US,1259,LGA,01-09-2004,2172,DCA,N750UW,ontime
US,1357,LGA,01-09-2004,2174,DCA,N722UW,ontime
US,1458,LGA,01-09-2004,2176,DCA,N724UW,ontime
US,1555,LGA,01-09-2004,2178,DCA,N738UW,ontime
US,1657,LGA,01-09-2004,2180,DCA,N750UW,ontime
US,1757,LGA,01-09-2004,2182,DCA,N722UW,ontime
US,1902,LGA,01-09-2004,2184,DCA,N724UW,ontime
US,1956,LGA,01-09-2004,2186,DCA,N738UW,ontime
US,2052,LGA,01-09-2004,2188,DCA,N750UW,ontime
RU,1720,EWR,01-09-2004,3372,BWI,N16963,ontime
RU,1450,EWR,01-09-2004,2403,BWI,N15926,ontime
RU,1108,EWR,01-09-2004,2303,BWI,N13989,delayed
RU,700,EWR,01-09-2004,2703,BWI,N12552,ontime
CO,1727,EWR,01-09-2004,814,DCA,N70353,ontime
CO,1858,EWR,01-09-2004,816,DCA,N46625,ontime
CO,1258,EWR,01-09-2004,808,DCA,N14664,ontime
CO,732,EWR,01-09-2004,806,DCA,N19621,ontime
DH,840,EWR,01-09-2004,7299,IAD,N698BR,ontime
DH,1707,EWR,01-09-2004,7302,IAD,N652BR,ontime
DH,1242,EWR,01-09-2004,7303,IAD,N661BR,ontime
DH,2121,EWR,01-09-2004,7304,IAD,N646BR,ontime
DH,629,EWR,01-09-2004,7305,IAD,N301UE,ontime
DH,1423,EWR,01-09-2004,7307,IAD,N312UE,ontime
RU,1627,EWR,01-09-2004,2181,DCA,N18556,ontime
RU,1526,EWR,01-09-2004,2261,DCA,N13955,ontime
RU,1357,EWR,01-09-2004,2216,DCA,N13989,ontime
RU,700,EWR,01-09-2004,2855,IAD,N13550,delayed
RU,1256,EWR,01-09-2004,2692,IAD,N14505,ontime
RU,1855,EWR,01-09-2004,2385,IAD,N27152,ontime
RU,1457,EWR,01-09-2004,2156,IAD,N16151,ontime
RU,850,EWR,01-09-2004,2582,DCA,N11565,ontime
RU,2058,EWR,01-09-2004,2879,DCA,N14907,ontime
RU,1655,EWR,01-09-2004,2497,IAD,N12900,ontime
RU,645,EWR,01-09-2004,2761,DCA,N15985,ontime
OH,1455,JFK,01-10-2004,5935,BWI,N805CA,ontime
DH,1638,JFK,01-10-2004,6155,DCA,N424FJ,delayed
DH,1243,LGA,01-10-2004,7208,IAD,N627BR,ontime
DH,1710,LGA,01-10-2004,7215,IAD,N688BR,ontime
DH,2130,LGA,01-10-2004,7684,IAD,N692BR,ontime
DH,918,JFK,01-10-2004,7800,IAD,N682BR,delayed
DH,1303,JFK,01-10-2004,7806,IAD,N313UE,delayed
DH,1642,JFK,01-10-2004,7810,IAD,N315UE,ontime
DH,1708,JFK,01-10-2004,7812,IAD,N321UE,ontime
DH,2126,JFK,01-10-2004,7814,IAD,N642BR,ontime
DH,1800,JFK,01-10-2004,7818,IAD,N307UE,ontime
DL,1505,JFK,01-10-2004,746,DCA,N906DE,delayed
DL,729,LGA,01-10-2004,1742,DCA,N225DL,ontime
DL,832,LGA,01-10-2004,1744,DCA,N241DL,ontime
DL,1028,LGA,01-10-2004,1748,DCA,N221DL,ontime
DL,1230,LGA,01-10-2004,1752,DCA,N241DL,ontime
DL,1429,LGA,01-10-2004,1756,DCA,N221DL,ontime
DL,1624,LGA,01-10-2004,1760,DCA,N241DL,ontime
DL,1828,LGA,01-10-2004,1764,DCA,N221DL,ontime
DL,2031,LGA,01-10-2004,1768,DCA,N241DL,ontime
MQ,1529,JFK,01-10-2004,4752,DCA,N841MQ,ontime
MQ,557,JFK,01-10-2004,4760,DCA,N718MQ,delayed
MQ,1826,JFK,01-10-2004,4784,DCA,N709MQ,ontime
MQ,855,LGA,01-10-2004,4956,DCA,N717MQ,ontime
MQ,1309,LGA,01-10-2004,4964,DCA,N715MQ,ontime
UA,850,LGA,01-10-2004,846,IAD,N565UA,ontime
US,655,LGA,01-10-2004,2160,DCA,N722UW,ontime
US,857,LGA,01-10-2004,2164,DCA,N750UW,ontime
US,1056,LGA,01-10-2004,2168,DCA,N722UW,ontime
US,1256,LGA,01-10-2004,2172,DCA,N750UW,ontime
US,1458,LGA,01-10-2004,2176,DCA,N722UW,ontime
US,1656,LGA,01-10-2004,2180,DCA,N750UW,ontime
US,1854,LGA,01-10-2004,2184,DCA,N722UW,ontime
RU,1723,EWR,01-10-2004,3372,BWI,N13553,ontime
RU,1450,EWR,01-10-2004,2229,BWI,N14943,ontime
RU,657,EWR,01-10-2004,2703,BWI,N10575,ontime
RU,1030,EWR,01-10-2004,2303,BWI,N13936,ontime
CO,1254,EWR,01-10-2004,808,DCA,N14660,ontime
DH,906,EWR,01-10-2004,7299,IAD,N705BR,ontime
DH,1703,EWR,01-10-2004,7302,IAD,N658BR,ontime
DH,1255,EWR,01-10-2004,7303,IAD,N658BR,ontime
DH,2114,EWR,01-10-2004,7304,IAD,N625BR,ontime
RU,1655,EWR,01-10-2004,2497,IAD,N16149,ontime
RU,658,EWR,01-10-2004,2855,IAD,N26545,ontime
RU,1555,EWR,01-10-2004,2361,DCA,N17560,ontime
RU,1456,EWR,01-10-2004,2156,IAD,N11113,ontime
RU,645,EWR,01-10-2004,2761,DCA,N14943,ontime
RU,1719,EWR,01-10-2004,2097,DCA,N13903,ontime
RU,1355,EWR,01-10-2004,2216,DCA,N13553,ontime
RU,925,EWR,01-10-2004,2582,DCA,N27152,ontime
OH,1455,JFK,01-11-2004,5935,BWI,N966CA,ontime
DH,1634,JFK,01-11-2004,6155,DCA,N415FJ,ontime
DH,1304,LGA,01-11-2004,7208,IAD,N684BR,ontime
DH,1500,LGA,01-11-2004,7211,IAD,N309UE,ontime
DH,1712,LGA,01-11-2004,7215,IAD,N706BR,ontime
DH,2115,LGA,01-11-2004,7684,IAD,N677BR,ontime
DH,840,JFK,01-11-2004,7800,IAD,N692BR,ontime
DH,1238,JFK,01-11-2004,7806,IAD,N321UE,ontime
DH,1533,JFK,01-11-2004,7808,IAD,N316UE,delayed
DH,1637,JFK,01-11-2004,7810,IAD,N332UE,ontime
DH,1714,JFK,01-11-2004,7812,IAD,N329UE,ontime
DH,2155,JFK,01-11-2004,7814,IAD,N674BR,delayed
DH,1627,JFK,01-11-2004,7816,IAD,N330UE,ontime
DL,1456,JFK,01-11-2004,746,DCA,N970DL,delayed
DL,829,LGA,01-11-2004,1744,DCA,N221DL,ontime
DL,1028,LGA,01-11-2004,1748,DCA,N242DL,ontime
DL,1130,LGA,01-11-2004,1750,DCA,N241DL,ontime
DL,1231,LGA,01-11-2004,1752,DCA,N221DL,ontime
DL,1327,LGA,01-11-2004,1754,DCA,N222DZ,ontime
DL,1430,LGA,01-11-2004,1756,DCA,N242DL,ontime
DL,1529,LGA,01-11-2004,1758,DCA,N241DL,ontime
DL,1628,LGA,01-11-2004,1760,DCA,N221DL,ontime
DL,1732,LGA,01-11-2004,1762,DCA,N222DZ,ontime
DL,1842,LGA,01-11-2004,1764,DCA,N242DL,ontime
DL,1928,LGA,01-11-2004,1766,DCA,N241DL,ontime
DL,2032,LGA,01-11-2004,1768,DCA,N221DL,ontime
MQ,1525,JFK,01-11-2004,4752,DCA,N801MQ,ontime
MQ,552,JFK,01-11-2004,4760,DCA,N710MQ,ontime
MQ,915,JFK,01-11-2004,4771,DCA,N704MQ,ontime
MQ,2015,JFK,01-11-2004,4784,DCA,N704MQ,delayed
MQ,1255,LGA,01-11-2004,4964,DCA,N709MQ,delayed
MQ,1456,LGA,01-11-2004,4968,DCA,N704MQ,ontime
MQ,1652,LGA,01-11-2004,4972,DCA,N737MQ,ontime
MQ,1900,LGA,01-11-2004,4976,DCA,N734MQ,ontime
UA,848,LGA,01-11-2004,846,IAD,N588UA,ontime
US,858,LGA,01-11-2004,2164,DCA,N763UW,ontime
US,957,LGA,01-11-2004,2166,DCA,N721UW,ontime
US,1057,LGA,01-11-2004,2168,DCA,N722UW,ontime
US,1202,LGA,01-11-2004,2170,DCA,N748UW,ontime
US,1258,LGA,01-11-2004,2172,DCA,N763UW,ontime
US,1350,LGA,01-11-2004,2174,DCA,N721UW,ontime
US,1452,LGA,01-11-2004,2176,DCA,N722UW,ontime
US,1556,LGA,01-11-2004,2178,DCA,N748UW,ontime
US,1657,LGA,01-11-2004,2180,DCA,N763UW,ontime
US,1753,LGA,01-11-2004,2182,DCA,N721UW,ontime
US,1856,LGA,01-11-2004,2184,DCA,N722UW,ontime
US,2002,LGA,01-11-2004,2186,DCA,N748UW,ontime
US,2054,LGA,01-11-2004,2188,DCA,N763UW,ontime
RU,1736,EWR,01-11-2004,3372,BWI,N12540,ontime
RU,1029,EWR,01-11-2004,2303,BWI,N13990,ontime
RU,1310,EWR,01-11-2004,2703,BWI,N12946,ontime
RU,1450,EWR,01-11-2004,2403,BWI,N10575,ontime
CO,1851,EWR,01-11-2004,816,DCA,N33608,ontime
CO,1255,EWR,01-11-2004,1767,DCA,N11656,ontime
CO,1623,EWR,01-11-2004,810,DCA,N19623,ontime
DH,835,EWR,01-11-2004,7299,IAD,N654BR,ontime
DH,1700,EWR,01-11-2004,7302,IAD,N691BR,ontime
DH,1241,EWR,01-11-2004,7303,IAD,N691BR,ontime
DH,2113,EWR,01-11-2004,7304,IAD,N652BR,ontime
DH,1531,EWR,01-11-2004,7307,IAD,N307UE,delayed
RU,2130,EWR,01-11-2004,2879,DCA,N13123,ontime
RU,844,EWR,01-11-2004,2254,IAD,N13975,ontime
RU,1656,EWR,01-11-2004,2497,IAD,N13969,ontime
RU,1723,EWR,01-11-2004,2097,DCA,N16976,ontime
RU,1356,EWR,01-11-2004,2216,DCA,N14993,ontime
RU,926,EWR,01-11-2004,2582,DCA,N13968,ontime
RU,1501,EWR,01-11-2004,2156,IAD,N17115,ontime
RU,1856,EWR,01-11-2004,2385,IAD,N17115,ontime
OH,1450,JFK,01-12-2004,5935,BWI,N812CA,ontime
DH,1640,JFK,01-12-2004,6155,DCA,N418FJ,ontime
DH,1244,LGA,01-12-2004,7208,IAD,N320UE,ontime
DH,1442,LGA,01-12-2004,7211,IAD,N676BR,ontime
DH,1709,LGA,01-12-2004,7215,IAD,N645BR,ontime
DH,2112,LGA,01-12-2004,7684,IAD,N702BR,ontime
DH,641,LGA,01-12-2004,7790,IAD,N676BR,delayed
DH,1037,LGA,01-12-2004,7792,IAD,N676BR,ontime
DH,833,JFK,01-12-2004,7800,IAD,N677BR,ontime
DH,1240,JFK,01-12-2004,7806,IAD,N309UE,ontime
DH,1535,JFK,01-12-2004,7808,IAD,N321UE,delayed
DH,1638,JFK,01-12-2004,7810,IAD,N315UE,ontime
DH,1710,JFK,01-12-2004,7812,IAD,N327UE,ontime
DH,2112,JFK,01-12-2004,7814,IAD,N659BR,ontime
DL,1451,JFK,01-12-2004,746,DCA,N974DL,ontime
DL,630,LGA,01-12-2004,1740,DCA,N242DL,ontime
DL,733,LGA,01-12-2004,1742,DCA,N222DZ,ontime
DL,830,LGA,01-12-2004,1744,DCA,N241DL,ontime
DL,1004,LGA,01-12-2004,1746,DCA,N221DL,delayed
DL,1028,LGA,01-12-2004,1748,DCA,N223DZ,ontime
DL,1131,LGA,01-12-2004,1750,DCA,N222DZ,ontime
DL,1230,LGA,01-12-2004,1752,DCA,N241DL,ontime
DL,1328,LGA,01-12-2004,1754,DCA,N221DL,ontime
DL,1432,LGA,01-12-2004,1756,DCA,N223DZ,ontime
DL,1529,LGA,01-12-2004,1758,DCA,N222DZ,ontime
DL,1630,LGA,01-12-2004,1760,DCA,N241DL,ontime
DL,1728,LGA,01-12-2004,1762,DCA,N221DL,ontime
DL,1830,LGA,01-12-2004,1764,DCA,N223DZ,ontime
DL,1929,LGA,01-12-2004,1766,DCA,N222DZ,ontime
DL,2029,LGA,01-12-2004,1768,DCA,N224DA,ontime
MQ,1527,JFK,01-12-2004,4752,DCA,N705MQ,ontime
MQ,553,JFK,01-12-2004,4760,DCA,N717MQ,ontime
MQ,1820,JFK,01-12-2004,4784,DCA,N704MQ,ontime
MQ,654,LGA,01-12-2004,4952,DCA,N801MQ,delayed
MQ,756,LGA,01-12-2004,4954,DCA,N713MQ,ontime
MQ,855,LGA,01-12-2004,4956,DCA,N705MQ,ontime
MQ,1053,LGA,01-12-2004,4960,DCA,N725MQ,ontime
MQ,1258,LGA,01-12-2004,4964,DCA,N711MQ,ontime
MQ,1450,LGA,01-12-2004,4968,DCA,N704MQ,ontime
MQ,1552,LGA,01-12-2004,4970,DCA,N725MQ,ontime
MQ,1647,LGA,01-12-2004,4972,DCA,N726MQ,ontime
MQ,1903,LGA,01-12-2004,4976,DCA,N739MQ,ontime
UA,848,LGA,01-12-2004,846,IAD,N562UA,ontime
US,628,LGA,01-12-2004,1479,DCA,N721UW,ontime
US,657,LGA,01-12-2004,2160,DCA,N762UW,delayed
US,758,LGA,01-12-2004,2162,DCA,N722UW,ontime
US,857,LGA,01-12-2004,2164,DCA,N708UW,ontime
US,955,LGA,01-12-2004,2166,DCA,N724UW,ontime
US,1058,LGA,01-12-2004,2168,DCA,N762UW,delayed
US,1156,LGA,01-12-2004,2170,DCA,N722UW,ontime
US,1256,LGA,01-12-2004,2172,DCA,N708UW,ontime
US,1358,LGA,01-12-2004,2174,DCA,N724UW,ontime
US,1458,LGA,01-12-2004,2176,DCA,N762UW,ontime
US,1559,LGA,01-12-2004,2178,DCA,N722UW,ontime
US,1656,LGA,01-12-2004,2180,DCA,N708UW,delayed
US,1756,LGA,01-12-2004,2182,DCA,N724UW,ontime
US,1858,LGA,01-12-2004,2184,DCA,N762UW,ontime
US,1958,LGA,01-12-2004,2186,DCA,N722UW,ontime
US,2056,LGA,01-12-2004,2188,DCA,N708UW,ontime
RU,656,EWR,01-12-2004,2703,BWI,N16976,ontime
RU,1509,EWR,01-12-2004,2403,BWI,N15926,delayed
RU,1720,EWR,01-12-2004,3372,BWI,N12552,ontime
RU,1040,EWR,01-12-2004,2303,BWI,N12540,ontime
CO,729,EWR,01-12-2004,806,DCA,N32626,ontime
CO,1257,EWR,01-12-2004,808,DCA,N23657,ontime
CO,1732,EWR,01-12-2004,814,DCA,N61304,delayed
CO,1852,EWR,01-12-2004,816,DCA,N15659,ontime
DH,831,EWR,01-12-2004,7299,IAD,N664BR,ontime
DH,1710,EWR,01-12-2004,7302,IAD,N695BR,ontime
DH,1359,EWR,01-12-2004,7303,IAD,N695BR,delayed
DH,2112,EWR,01-12-2004,7304,IAD,N333UE,ontime
DH,622,EWR,01-12-2004,7305,IAD,N327UE,ontime
DH,1421,EWR,01-12-2004,7307,IAD,N332UE,ontime
RU,1348,EWR,01-12-2004,2216,DCA,N12540,ontime
RU,858,EWR,01-12-2004,2582,DCA,N19554,ontime
RU,1519,EWR,01-12-2004,2261,DCA,N16976,ontime
RU,1649,EWR,01-12-2004,2497,IAD,N12567,ontime
RU,1857,EWR,01-12-2004,2385,IAD,N16976,ontime
RU,2056,EWR,01-12-2004,2879,DCA,N16927,ontime
RU,1253,EWR,01-12-2004,2692,IAD,N17507,ontime
RU,651,EWR,01-12-2004,2761,DCA,N21537,ontime
RU,1622,EWR,01-12-2004,2181,DCA,N16963,ontime
RU,657,EWR,01-12-2004,2855,IAD,N12996,ontime
RU,1456,EWR,01-12-2004,2156,IAD,N41104,ontime
OH,1453,JFK,1/13/2004,5935,BWI,N967CA,ontime
DH,1639,JFK,1/13/2004,6155,DCA,N426FJ,ontime
DH,1238,LGA,1/13/2004,7208,IAD,N328UE,ontime
DH,1922,LGA,1/13/2004,7215,IAD,N642BR,delayed
DH,2124,LGA,1/13/2004,7684,IAD,N648BR,ontime
DH,655,LGA,1/13/2004,7790,IAD,N690BR,delayed
DH,1038,LGA,1/13/2004,7792,IAD,N690BR,ontime
DH,833,JFK,1/13/2004,7800,IAD,N628BR,ontime
DH,1236,JFK,1/13/2004,7806,IAD,N327UE,ontime
DH,1450,JFK,1/13/2004,7808,IAD,N316UE,ontime
